treat,rep,bact_clone,bact_time,phage_time,infect
mix,1,1,1,1,1
mix,1,2,1,1,1
mix,1,3,1,1,1
mix,1,4,1,1,1
mix,1,5,1,1,1
mix,1,6,1,1,1
mix,1,7,1,1,1
mix,1,8,1,1,1
mix,1,9,1,1,1
mix,1,10,1,1,1
mix,1,11,1,1,1
mix,1,12,1,1,1
mix,1,13,1,1,1
mix,1,14,1,1,0
mix,1,15,1,1,1
mix,1,16,1,1,1
mix,1,1,1,2,1
mix,1,2,1,2,1
mix,1,3,1,2,1
mix,1,4,1,2,1
mix,1,5,1,2,1
mix,1,6,1,2,1
mix,1,7,1,2,1
mix,1,8,1,2,1
mix,1,9,1,2,1
mix,1,10,1,2,1
mix,1,11,1,2,1
mix,1,12,1,2,1
mix,1,13,1,2,1
mix,1,14,1,2,0
mix,1,15,1,2,1
mix,1,16,1,2,1
mix,1,1,1,3,1
mix,1,2,1,3,1
mix,1,3,1,3,1
mix,1,4,1,3,1
mix,1,5,1,3,1
mix,1,6,1,3,1
mix,1,7,1,3,1
mix,1,8,1,3,1
mix,1,9,1,3,1
mix,1,10,1,3,1
mix,1,11,1,3,1
mix,1,12,1,3,1
mix,1,13,1,3,1
mix,1,14,1,3,0
mix,1,15,1,3,1
mix,1,16,1,3,1
mix,2,1,1,1,0
mix,2,2,1,1,0
mix,2,3,1,1,0
mix,2,4,1,1,1
mix,2,5,1,1,0
mix,2,6,1,1,1
mix,2,7,1,1,1
mix,2,8,1,1,1
mix,2,9,1,1,1
mix,2,10,1,1,1
mix,2,11,1,1,1
mix,2,12,1,1,1
mix,2,13,1,1,0
mix,2,14,1,1,1
mix,2,15,1,1,1
mix,2,16,1,1,1
mix,2,1,1,2,0
mix,2,2,1,2,0
mix,2,3,1,2,0
mix,2,4,1,2,1
mix,2,5,1,2,0
mix,2,6,1,2,1
mix,2,7,1,2,1
mix,2,8,1,2,1
mix,2,9,1,2,1
mix,2,10,1,2,1
mix,2,11,1,2,1
mix,2,12,1,2,1
mix,2,13,1,2,0
mix,2,14,1,2,1
mix,2,15,1,2,1
mix,2,16,1,2,1
mix,2,1,1,3,0
mix,2,2,1,3,0
mix,2,3,1,3,0
mix,2,4,1,3,1
mix,2,5,1,3,0
mix,2,6,1,3,1
mix,2,7,1,3,1
mix,2,8,1,3,1
mix,2,9,1,3,1
mix,2,10,1,3,1
mix,2,11,1,3,1
mix,2,12,1,3,1
mix,2,13,1,3,0
mix,2,14,1,3,1
mix,2,15,1,3,1
mix,2,16,1,3,1
mix,3,1,1,1,0
mix,3,2,1,1,0
mix,3,3,1,1,0
mix,3,4,1,1,0
mix,3,5,1,1,0
mix,3,6,1,1,0
mix,3,7,1,1,1
mix,3,8,1,1,0
mix,3,9,1,1,0
mix,3,10,1,1,0
mix,3,11,1,1,0
mix,3,12,1,1,0
mix,3,13,1,1,0
mix,3,14,1,1,1
mix,3,15,1,1,0
mix,3,16,1,1,1
mix,3,1,1,2,0
mix,3,2,1,2,0
mix,3,3,1,2,0
mix,3,4,1,2,0
mix,3,5,1,2,0
mix,3,6,1,2,0
mix,3,7,1,2,1
mix,3,8,1,2,0
mix,3,9,1,2,0
mix,3,10,1,2,0
mix,3,11,1,2,0
mix,3,12,1,2,0
mix,3,13,1,2,0
mix,3,14,1,2,0
mix,3,15,1,2,0
mix,3,16,1,2,1
mix,3,1,1,3,0
mix,3,2,1,3,0
mix,3,3,1,3,0
mix,3,4,1,3,0
mix,3,5,1,3,0
mix,3,6,1,3,0
mix,3,7,1,3,1
mix,3,8,1,3,0
mix,3,9,1,3,0
mix,3,10,1,3,0
mix,3,11,1,3,0
mix,3,12,1,3,0
mix,3,13,1,3,0
mix,3,14,1,3,1
mix,3,15,1,3,0
mix,3,16,1,3,1
mix,4,1,1,1,0
mix,4,2,1,1,0
mix,4,3,1,1,0
mix,4,4,1,1,0
mix,4,5,1,1,0
mix,4,6,1,1,0
mix,4,7,1,1,1
mix,4,8,1,1,0
mix,4,9,1,1,0
mix,4,10,1,1,0
mix,4,11,1,1,0
mix,4,12,1,1,0
mix,4,13,1,1,0
mix,4,14,1,1,1
mix,4,15,1,1,0
mix,4,16,1,1,0
mix,4,1,1,2,0
mix,4,2,1,2,0
mix,4,3,1,2,0
mix,4,4,1,2,0
mix,4,5,1,2,0
mix,4,6,1,2,0
mix,4,7,1,2,1
mix,4,8,1,2,0
mix,4,9,1,2,0
mix,4,10,1,2,0
mix,4,11,1,2,0
mix,4,12,1,2,0
mix,4,13,1,2,0
mix,4,14,1,2,1
mix,4,15,1,2,0
mix,4,16,1,2,0
mix,4,1,1,3,0
mix,4,2,1,3,0
mix,4,3,1,3,0
mix,4,4,1,3,0
mix,4,5,1,3,0
mix,4,6,1,3,0
mix,4,7,1,3,1
mix,4,8,1,3,0
mix,4,9,1,3,0
mix,4,10,1,3,0
mix,4,11,1,3,0
mix,4,12,1,3,0
mix,4,13,1,3,0
mix,4,14,1,3,1
mix,4,15,1,3,0
mix,4,16,1,3,0
mix,5,1,1,1,0
mix,5,2,1,1,1
mix,5,3,1,1,1
mix,5,4,1,1,1
mix,5,5,1,1,1
mix,5,6,1,1,1
mix,5,7,1,1,0
mix,5,8,1,1,0
mix,5,9,1,1,1
mix,5,10,1,1,1
mix,5,11,1,1,0
mix,5,12,1,1,0
mix,5,13,1,1,0
mix,5,14,1,1,0
mix,5,15,1,1,0
mix,5,16,1,1,0
mix,5,1,1,2,0
mix,5,2,1,2,1
mix,5,3,1,2,1
mix,5,4,1,2,1
mix,5,5,1,2,1
mix,5,6,1,2,1
mix,5,7,1,2,0
mix,5,8,1,2,0
mix,5,9,1,2,1
mix,5,10,1,2,1
mix,5,11,1,2,0
mix,5,12,1,2,0
mix,5,13,1,2,0
mix,5,14,1,2,0
mix,5,15,1,2,0
mix,5,16,1,2,0
mix,5,1,1,3,0
mix,5,2,1,3,1
mix,5,3,1,3,1
mix,5,4,1,3,0
mix,5,5,1,3,1
mix,5,6,1,3,1
mix,5,7,1,3,0
mix,5,8,1,3,0
mix,5,9,1,3,1
mix,5,10,1,3,1
mix,5,11,1,3,0
mix,5,12,1,3,0
mix,5,13,1,3,0
mix,5,14,1,3,0
mix,5,15,1,3,0
mix,5,16,1,3,0
mix,6,1,1,1,0
mix,6,2,1,1,1
mix,6,3,1,1,0
mix,6,4,1,1,0
mix,6,5,1,1,1
mix,6,6,1,1,1
mix,6,7,1,1,0
mix,6,8,1,1,0
mix,6,9,1,1,0
mix,6,10,1,1,0
mix,6,11,1,1,1
mix,6,12,1,1,0
mix,6,13,1,1,1
mix,6,14,1,1,1
mix,6,15,1,1,0
mix,6,16,1,1,0
mix,6,1,1,2,0
mix,6,2,1,2,1
mix,6,3,1,2,0
mix,6,4,1,2,0
mix,6,5,1,2,1
mix,6,6,1,2,1
mix,6,7,1,2,0
mix,6,8,1,2,0
mix,6,9,1,2,0
mix,6,10,1,2,0
mix,6,11,1,2,1
mix,6,12,1,2,0
mix,6,13,1,2,1
mix,6,14,1,2,1
mix,6,15,1,2,0
mix,6,16,1,2,0
mix,6,1,1,3,0
mix,6,2,1,3,1
mix,6,3,1,3,0
mix,6,4,1,3,0
mix,6,5,1,3,1
mix,6,6,1,3,1
mix,6,7,1,3,0
mix,6,8,1,3,0
mix,6,9,1,3,0
mix,6,10,1,3,0
mix,6,11,1,3,1
mix,6,12,1,3,0
mix,6,13,1,3,1
mix,6,14,1,3,1
mix,6,15,1,3,0
mix,6,16,1,3,0
mix_add,1,1,1,1,1
mix_add,1,2,1,1,0
mix_add,1,3,1,1,0
mix_add,1,4,1,1,1
mix_add,1,5,1,1,0
mix_add,1,6,1,1,1
mix_add,1,7,1,1,1
mix_add,1,8,1,1,1
mix_add,1,9,1,1,0
mix_add,1,10,1,1,0
mix_add,1,11,1,1,1
mix_add,1,12,1,1,1
mix_add,1,13,1,1,0
mix_add,1,14,1,1,1
mix_add,1,15,1,1,1
mix_add,1,16,1,1,1
mix_add,1,1,1,2,1
mix_add,1,2,1,2,0
mix_add,1,3,1,2,0
mix_add,1,4,1,2,1
mix_add,1,5,1,2,0
mix_add,1,6,1,2,1
mix_add,1,7,1,2,1
mix_add,1,8,1,2,1
mix_add,1,9,1,2,0
mix_add,1,10,1,2,0
mix_add,1,11,1,2,1
mix_add,1,12,1,2,1
mix_add,1,13,1,2,0
mix_add,1,14,1,2,1
mix_add,1,15,1,2,1
mix_add,1,16,1,2,1
mix_add,1,1,1,3,1
mix_add,1,2,1,3,0
mix_add,1,3,1,3,0
mix_add,1,4,1,3,1
mix_add,1,5,1,3,0
mix_add,1,6,1,3,1
mix_add,1,7,1,3,1
mix_add,1,8,1,3,1
mix_add,1,9,1,3,0
mix_add,1,10,1,3,0
mix_add,1,11,1,3,1
mix_add,1,12,1,3,1
mix_add,1,13,1,3,0
mix_add,1,14,1,3,1
mix_add,1,15,1,3,1
mix_add,1,16,1,3,1
mix_add,2,1,1,1,0
mix_add,2,2,1,1,1
mix_add,2,3,1,1,0
mix_add,2,4,1,1,1
mix_add,2,5,1,1,0
mix_add,2,6,1,1,1
mix_add,2,7,1,1,0
mix_add,2,8,1,1,1
mix_add,2,9,1,1,1
mix_add,2,10,1,1,0
mix_add,2,11,1,1,0
mix_add,2,12,1,1,0
mix_add,2,13,1,1,0
mix_add,2,14,1,1,0
mix_add,2,15,1,1,0
mix_add,2,16,1,1,0
mix_add,2,1,1,2,0
mix_add,2,2,1,2,1
mix_add,2,3,1,2,0
mix_add,2,4,1,2,1
mix_add,2,5,1,2,0
mix_add,2,6,1,2,1
mix_add,2,7,1,2,0
mix_add,2,8,1,2,1
mix_add,2,9,1,2,1
mix_add,2,10,1,2,0
mix_add,2,11,1,2,1
mix_add,2,12,1,2,0
mix_add,2,13,1,2,0
mix_add,2,14,1,2,1
mix_add,2,15,1,2,0
mix_add,2,16,1,2,0
mix_add,2,1,1,3,0
mix_add,2,2,1,3,1
mix_add,2,3,1,3,0
mix_add,2,4,1,3,1
mix_add,2,5,1,3,0
mix_add,2,6,1,3,1
mix_add,2,7,1,3,0
mix_add,2,8,1,3,1
mix_add,2,9,1,3,1
mix_add,2,10,1,3,0
mix_add,2,11,1,3,1
mix_add,2,12,1,3,0
mix_add,2,13,1,3,0
mix_add,2,14,1,3,1
mix_add,2,15,1,3,0
mix_add,2,16,1,3,0
mix_add,3,1,1,1,1
mix_add,3,2,1,1,1
mix_add,3,3,1,1,1
mix_add,3,4,1,1,1
mix_add,3,5,1,1,1
mix_add,3,6,1,1,1
mix_add,3,7,1,1,1
mix_add,3,8,1,1,1
mix_add,3,9,1,1,1
mix_add,3,10,1,1,1
mix_add,3,11,1,1,0
mix_add,3,12,1,1,1
mix_add,3,13,1,1,1
mix_add,3,14,1,1,1
mix_add,3,15,1,1,1
mix_add,3,16,1,1,1
mix_add,3,1,1,2,0
mix_add,3,2,1,2,0
mix_add,3,3,1,2,0
mix_add,3,4,1,2,0
mix_add,3,5,1,2,0
mix_add,3,6,1,2,0
mix_add,3,7,1,2,0
mix_add,3,8,1,2,0
mix_add,3,9,1,2,0
mix_add,3,10,1,2,0
mix_add,3,11,1,2,0
mix_add,3,12,1,2,1
mix_add,3,13,1,2,0
mix_add,3,14,1,2,1
mix_add,3,15,1,2,1
mix_add,3,16,1,2,1
mix_add,3,1,1,3,0
mix_add,3,2,1,3,0
mix_add,3,3,1,3,0
mix_add,3,4,1,3,0
mix_add,3,5,1,3,0
mix_add,3,6,1,3,0
mix_add,3,7,1,3,0
mix_add,3,8,1,3,0
mix_add,3,9,1,3,1
mix_add,3,10,1,3,1
mix_add,3,11,1,3,0
mix_add,3,12,1,3,1
mix_add,3,13,1,3,1
mix_add,3,14,1,3,1
mix_add,3,15,1,3,1
mix_add,3,16,1,3,1
mix_add,4,1,1,1,1
mix_add,4,2,1,1,1
mix_add,4,3,1,1,1
mix_add,4,4,1,1,1
mix_add,4,5,1,1,1
mix_add,4,6,1,1,0
mix_add,4,7,1,1,1
mix_add,4,8,1,1,1
mix_add,4,9,1,1,1
mix_add,4,10,1,1,1
mix_add,4,11,1,1,1
mix_add,4,12,1,1,1
mix_add,4,13,1,1,1
mix_add,4,14,1,1,0
mix_add,4,15,1,1,1
mix_add,4,16,1,1,0
mix_add,4,1,1,2,1
mix_add,4,2,1,2,1
mix_add,4,3,1,2,1
mix_add,4,4,1,2,1
mix_add,4,5,1,2,1
mix_add,4,6,1,2,0
mix_add,4,7,1,2,1
mix_add,4,8,1,2,1
mix_add,4,9,1,2,1
mix_add,4,10,1,2,1
mix_add,4,11,1,2,1
mix_add,4,12,1,2,1
mix_add,4,13,1,2,1
mix_add,4,14,1,2,1
mix_add,4,15,1,2,1
mix_add,4,16,1,2,1
mix_add,4,1,1,3,1
mix_add,4,2,1,3,1
mix_add,4,3,1,3,1
mix_add,4,4,1,3,1
mix_add,4,5,1,3,1
mix_add,4,6,1,3,0
mix_add,4,7,1,3,1
mix_add,4,8,1,3,1
mix_add,4,9,1,3,1
mix_add,4,10,1,3,1
mix_add,4,11,1,3,1
mix_add,4,12,1,3,1
mix_add,4,13,1,3,1
mix_add,4,14,1,3,1
mix_add,4,15,1,3,1
mix_add,4,16,1,3,1
mix_add,5,1,1,1,1
mix_add,5,2,1,1,1
mix_add,5,3,1,1,1
mix_add,5,4,1,1,1
mix_add,5,5,1,1,1
mix_add,5,6,1,1,0
mix_add,5,7,1,1,1
mix_add,5,8,1,1,0
mix_add,5,9,1,1,1
mix_add,5,10,1,1,0
mix_add,5,11,1,1,1
mix_add,5,12,1,1,1
mix_add,5,13,1,1,1
mix_add,5,14,1,1,0
mix_add,5,15,1,1,1
mix_add,5,16,1,1,1
mix_add,5,1,1,2,1
mix_add,5,2,1,2,1
mix_add,5,3,1,2,1
mix_add,5,4,1,2,1
mix_add,5,5,1,2,1
mix_add,5,6,1,2,0
mix_add,5,7,1,2,1
mix_add,5,8,1,2,0
mix_add,5,9,1,2,1
mix_add,5,10,1,2,0
mix_add,5,11,1,2,1
mix_add,5,12,1,2,1
mix_add,5,13,1,2,1
mix_add,5,14,1,2,0
mix_add,5,15,1,2,1
mix_add,5,16,1,2,1
mix_add,5,1,1,3,1
mix_add,5,2,1,3,1
mix_add,5,3,1,3,1
mix_add,5,4,1,3,1
mix_add,5,5,1,3,1
mix_add,5,6,1,3,0
mix_add,5,7,1,3,1
mix_add,5,8,1,3,0
mix_add,5,9,1,3,1
mix_add,5,10,1,3,0
mix_add,5,11,1,3,1
mix_add,5,12,1,3,1
mix_add,5,13,1,3,1
mix_add,5,14,1,3,0
mix_add,5,15,1,3,1
mix_add,5,16,1,3,1
mix_add,6,1,1,1,1
mix_add,6,2,1,1,0
mix_add,6,3,1,1,0
mix_add,6,4,1,1,0
mix_add,6,5,1,1,0
mix_add,6,6,1,1,0
mix_add,6,7,1,1,0
mix_add,6,8,1,1,1
mix_add,6,9,1,1,0
mix_add,6,10,1,1,0
mix_add,6,11,1,1,0
mix_add,6,12,1,1,0
mix_add,6,13,1,1,0
mix_add,6,14,1,1,1
mix_add,6,15,1,1,0
mix_add,6,16,1,1,0
mix_add,6,1,1,2,1
mix_add,6,2,1,2,0
mix_add,6,3,1,2,0
mix_add,6,4,1,2,0
mix_add,6,5,1,2,0
mix_add,6,6,1,2,0
mix_add,6,7,1,2,0
mix_add,6,8,1,2,1
mix_add,6,9,1,2,0
mix_add,6,10,1,2,0
mix_add,6,11,1,2,0
mix_add,6,12,1,2,0
mix_add,6,13,1,2,0
mix_add,6,14,1,2,1
mix_add,6,15,1,2,0
mix_add,6,16,1,2,0
mix_add,6,1,1,3,1
mix_add,6,2,1,3,0
mix_add,6,3,1,3,0
mix_add,6,4,1,3,0
mix_add,6,5,1,3,0
mix_add,6,6,1,3,0
mix_add,6,7,1,3,0
mix_add,6,8,1,3,1
mix_add,6,9,1,3,0
mix_add,6,10,1,3,0
mix_add,6,11,1,3,0
mix_add,6,12,1,3,0
mix_add,6,13,1,3,0
mix_add,6,14,1,3,1
mix_add,6,15,1,3,0
mix_add,6,16,1,3,0
mix,1,1,2,1,0
mix,1,2,2,1,0
mix,1,3,2,1,0
mix,1,4,2,1,0
mix,1,5,2,1,0
mix,1,6,2,1,0
mix,1,7,2,1,1
mix,1,8,2,1,0
mix,1,9,2,1,0
mix,1,10,2,1,0
mix,1,11,2,1,0
mix,1,12,2,1,0
mix,1,13,2,1,0
mix,1,14,2,1,1
mix,1,15,2,1,1
mix,1,16,2,1,0
mix,1,1,2,2,0
mix,1,2,2,2,0
mix,1,3,2,2,0
mix,1,4,2,2,0
mix,1,5,2,2,0
mix,1,6,2,2,0
mix,1,7,2,2,1
mix,1,8,2,2,0
mix,1,9,2,2,0
mix,1,10,2,2,0
mix,1,11,2,2,0
mix,1,12,2,2,0
mix,1,13,2,2,0
mix,1,14,2,2,1
mix,1,15,2,2,1
mix,1,16,2,2,0
mix,1,1,2,3,0
mix,1,2,2,3,0
mix,1,3,2,3,0
mix,1,4,2,3,0
mix,1,5,2,3,0
mix,1,6,2,3,0
mix,1,7,2,3,1
mix,1,8,2,3,0
mix,1,9,2,3,0
mix,1,10,2,3,0
mix,1,11,2,3,0
mix,1,12,2,3,0
mix,1,13,2,3,0
mix,1,14,2,3,1
mix,1,15,2,3,1
mix,1,16,2,3,0
mix,2,1,2,1,0
mix,2,2,2,1,1
mix,2,3,2,1,0
mix,2,4,2,1,1
mix,2,5,2,1,1
mix,2,6,2,1,1
mix,2,7,2,1,1
mix,2,8,2,1,1
mix,2,9,2,1,1
mix,2,10,2,1,0
mix,2,11,2,1,0
mix,2,12,2,1,0
mix,2,13,2,1,0
mix,2,14,2,1,0
mix,2,15,2,1,1
mix,2,16,2,1,0
mix,2,1,2,2,0
mix,2,2,2,2,1
mix,2,3,2,2,0
mix,2,4,2,2,1
mix,2,5,2,2,1
mix,2,6,2,2,1
mix,2,7,2,2,1
mix,2,8,2,2,1
mix,2,9,2,2,1
mix,2,10,2,2,0
mix,2,11,2,2,0
mix,2,12,2,2,0
mix,2,13,2,2,0
mix,2,14,2,2,0
mix,2,15,2,2,1
mix,2,16,2,2,0
mix,2,1,2,3,0
mix,2,2,2,3,1
mix,2,3,2,3,0
mix,2,4,2,3,1
mix,2,5,2,3,1
mix,2,6,2,3,1
mix,2,7,2,3,1
mix,2,8,2,3,1
mix,2,9,2,3,1
mix,2,10,2,3,0
mix,2,11,2,3,0
mix,2,12,2,3,0
mix,2,13,2,3,0
mix,2,14,2,3,0
mix,2,15,2,3,1
mix,2,16,2,3,0
mix,3,1,2,1,1
mix,3,2,2,1,1
mix,3,3,2,1,0
mix,3,4,2,1,0
mix,3,5,2,1,0
mix,3,6,2,1,1
mix,3,7,2,1,1
mix,3,8,2,1,0
mix,3,9,2,1,0
mix,3,10,2,1,1
mix,3,11,2,1,0
mix,3,12,2,1,1
mix,3,13,2,1,0
mix,3,14,2,1,1
mix,3,15,2,1,1
mix,3,16,2,1,1
mix,3,1,2,2,1
mix,3,2,2,2,1
mix,3,3,2,2,0
mix,3,4,2,2,0
mix,3,5,2,2,0
mix,3,6,2,2,1
mix,3,7,2,2,1
mix,3,8,2,2,0
mix,3,9,2,2,0
mix,3,10,2,2,0
mix,3,11,2,2,0
mix,3,12,2,2,0
mix,3,13,2,2,0
mix,3,14,2,2,1
mix,3,15,2,2,1
mix,3,16,2,2,1
mix,3,1,2,3,1
mix,3,2,2,3,1
mix,3,3,2,3,0
mix,3,4,2,3,0
mix,3,5,2,3,0
mix,3,6,2,3,1
mix,3,7,2,3,1
mix,3,8,2,3,0
mix,3,9,2,3,0
mix,3,10,2,3,1
mix,3,11,2,3,0
mix,3,12,2,3,1
mix,3,13,2,3,0
mix,3,14,2,3,1
mix,3,15,2,3,1
mix,3,16,2,3,1
mix,4,1,2,1,0
mix,4,2,2,1,0
mix,4,3,2,1,0
mix,4,4,2,1,0
mix,4,5,2,1,0
mix,4,6,2,1,0
mix,4,7,2,1,0
mix,4,8,2,1,0
mix,4,9,2,1,0
mix,4,10,2,1,0
mix,4,11,2,1,0
mix,4,12,2,1,0
mix,4,13,2,1,0
mix,4,14,2,1,0
mix,4,15,2,1,0
mix,4,16,2,1,1
mix,4,1,2,2,0
mix,4,2,2,2,0
mix,4,3,2,2,0
mix,4,4,2,2,0
mix,4,5,2,2,0
mix,4,6,2,2,0
mix,4,7,2,2,0
mix,4,8,2,2,0
mix,4,9,2,2,0
mix,4,10,2,2,0
mix,4,11,2,2,0
mix,4,12,2,2,0
mix,4,13,2,2,0
mix,4,14,2,2,0
mix,4,15,2,2,0
mix,4,16,2,2,1
mix,4,1,2,3,0
mix,4,2,2,3,0
mix,4,3,2,3,0
mix,4,4,2,3,0
mix,4,5,2,3,0
mix,4,6,2,3,0
mix,4,7,2,3,0
mix,4,8,2,3,0
mix,4,9,2,3,0
mix,4,10,2,3,0
mix,4,11,2,3,0
mix,4,12,2,3,0
mix,4,13,2,3,0
mix,4,14,2,3,0
mix,4,15,2,3,0
mix,4,16,2,3,1
mix,5,1,2,1,0
mix,5,2,2,1,0
mix,5,3,2,1,0
mix,5,4,2,1,0
mix,5,5,2,1,0
mix,5,6,2,1,0
mix,5,7,2,1,1
mix,5,8,2,1,0
mix,5,9,2,1,0
mix,5,10,2,1,0
mix,5,11,2,1,0
mix,5,12,2,1,0
mix,5,13,2,1,0
mix,5,14,2,1,0
mix,5,15,2,1,0
mix,5,16,2,1,0
mix,5,1,2,2,0
mix,5,2,2,2,0
mix,5,3,2,2,0
mix,5,4,2,2,0
mix,5,5,2,2,0
mix,5,6,2,2,0
mix,5,7,2,2,1
mix,5,8,2,2,0
mix,5,9,2,2,0
mix,5,10,2,2,0
mix,5,11,2,2,0
mix,5,12,2,2,0
mix,5,13,2,2,0
mix,5,14,2,2,0
mix,5,15,2,2,0
mix,5,16,2,2,0
mix,5,1,2,3,0
mix,5,2,2,3,0
mix,5,3,2,3,0
mix,5,4,2,3,0
mix,5,5,2,3,0
mix,5,6,2,3,0
mix,5,7,2,3,1
mix,5,8,2,3,0
mix,5,9,2,3,0
mix,5,10,2,3,0
mix,5,11,2,3,0
mix,5,12,2,3,0
mix,5,13,2,3,0
mix,5,14,2,3,0
mix,5,15,2,3,0
mix,5,16,2,3,0
mix,6,1,2,1,0
mix,6,2,2,1,0
mix,6,3,2,1,0
mix,6,4,2,1,0
mix,6,5,2,1,0
mix,6,6,2,1,0
mix,6,7,2,1,0
mix,6,8,2,1,1
mix,6,9,2,1,0
mix,6,10,2,1,0
mix,6,11,2,1,1
mix,6,12,2,1,0
mix,6,13,2,1,0
mix,6,14,2,1,0
mix,6,15,2,1,0
mix,6,16,2,1,0
mix,6,1,2,2,0
mix,6,2,2,2,0
mix,6,3,2,2,0
mix,6,4,2,2,0
mix,6,5,2,2,0
mix,6,6,2,2,0
mix,6,7,2,2,0
mix,6,8,2,2,0
mix,6,9,2,2,0
mix,6,10,2,2,0
mix,6,11,2,2,1
mix,6,12,2,2,0
mix,6,13,2,2,0
mix,6,14,2,2,0
mix,6,15,2,2,0
mix,6,16,2,2,0
mix,6,1,2,3,0
mix,6,2,2,3,0
mix,6,3,2,3,0
mix,6,4,2,3,0
mix,6,5,2,3,0
mix,6,6,2,3,0
mix,6,7,2,3,0
mix,6,8,2,3,1
mix,6,9,2,3,0
mix,6,10,2,3,0
mix,6,11,2,3,1
mix,6,12,2,3,0
mix,6,13,2,3,0
mix,6,14,2,3,0
mix,6,15,2,3,0
mix,6,16,2,3,0
mix_add,1,1,2,1,1
mix_add,1,2,2,1,0
mix_add,1,3,2,1,0
mix_add,1,4,2,1,1
mix_add,1,5,2,1,0
mix_add,1,6,2,1,0
mix_add,1,7,2,1,0
mix_add,1,8,2,1,0
mix_add,1,9,2,1,1
mix_add,1,10,2,1,0
mix_add,1,11,2,1,0
mix_add,1,12,2,1,0
mix_add,1,13,2,1,0
mix_add,1,14,2,1,0
mix_add,1,15,2,1,0
mix_add,1,16,2,1,1
mix_add,1,1,2,2,1
mix_add,1,2,2,2,0
mix_add,1,3,2,2,0
mix_add,1,4,2,2,1
mix_add,1,5,2,2,0
mix_add,1,6,2,2,0
mix_add,1,7,2,2,0
mix_add,1,8,2,2,0
mix_add,1,9,2,2,1
mix_add,1,10,2,2,0
mix_add,1,11,2,2,1
mix_add,1,12,2,2,1
mix_add,1,13,2,2,0
